action_id,report_id,type,name,id,start,end
6702,110,watching channel,ZEE TV HD,33,1.51028E+12,1.51028E+12
6703,110,watching channel,HEALTH TV,262,1.51028E+12,1.51028E+12
6704,110,watching channel,KAWISH TV,256,1.51028E+12,1.51028E+12
6705,110,watching channel,KOHENOOR TV,255,1.51028E+12,1.51028E+12
6706,110,watching channel,KASHISH,254,1.51028E+12,1.51028E+12
6707,110,watching channel,eaWaz,260,1.51028E+12,1.51028E+12
6708,110,watching channel,AWAZ TV,259,1.51028E+12,1.51028E+12
6709,110,watching channel,eaWaz,260,1.51028E+12,1.51028E+12
6710,110,watching channel,AWAZ TV,259,1.51028E+12,1.51028E+12
6711,110,watching channel,DHANAK TV,251,1.51028E+12,1.51028E+12
6712,110,watching channel,PASHTO 1,261,1.51028E+12,1.51028E+12
6713,110,watching channel,AVT KHYBER TV,249,1.51028E+12,1.51028E+12
6714,110,watching channel,BOL  NEWS HD,180,1.51028E+12,1.51028E+12
6715,111,watching channel,RTL 4,54,1.51025E+12,1.51025E+12
6716,111,watching channel,RTL 5,55,1.51025E+12,1.51025E+12
6717,111,watching channel,SBS 6,56,1.51025E+12,1.51025E+12
6718,111,watching channel,RTL 7,57,1.51025E+12,1.51025E+12
6719,111,watching channel,RTL8,58,1.51025E+12,1.51025E+12
6720,111,watching channel,SBS 9,59,1.51025E+12,1.51025E+12
6721,111,watching channel,NET 5,60,1.51025E+12,1.51025E+12
6722,111,watching channel,Veronica/Disney,61,1.51025E+12,1.51025E+12
6723,111,watching channel,RTLZ,62,1.51025E+12,1.51025E+12
6724,111,watching channel,RTL Lounge,63,1.51025E+12,1.51025E+12
6725,111,watching channel,Comedy Central,65,1.51025E+12,1.51025E+12
6726,111,watching channel,FOX,67,1.51025E+12,1.51025E+12
6727,111,watching channel,TLC,68,1.51025E+12,1.51025E+12
6728,111,watching channel,Discovery watching channel,69,1.51025E+12,1.51025E+12
6729,111,watching channel,National Geographic Wild,70,1.51025E+12,1.51025E+12
6730,111,watching channel,Film 1 Premiere,76,1.51025E+12,1.51025E+12
6731,111,watching channel,Film1 Action,77,1.51025E+12,1.51025E+12
6732,111,watching channel,Film1 Family,78,1.51025E+12,1.51025E+12
6733,111,watching channel,Film1 Action,77,1.51025E+12,1.51025E+12
6734,111,watching channel,Film1 Family,78,1.51025E+12,1.51025E+12
6735,111,watching channel,AT5,79,1.51025E+12,1.51025E+12
6736,111,watching channel,Comedy Central Extra,245,1.51025E+12,1.51025E+12
6737,111,watching channel,Cartoon Network,81,1.51025E+12,1.51025E+12
6738,111,watching channel,Fox Sports 1,220,1.51025E+12,1.51025E+12
6739,111,watching channel,Fox Sports 2,221,1.51025E+12,1.51025E+12
6740,111,watching channel,Fox Sports 3,222,1.51025E+12,1.51025E+12
6741,111,watching channel,Fox Sports 4,223,1.51025E+12,1.51025E+12
6742,111,watching channel,Fox Sports 5,224,1.51025E+12,1.51025E+12
6743,111,watching channel,Fox Sports 6,225,1.51025E+12,1.51025E+12
6744,111,watching channel,Eurosport 1 NL,83,1.51025E+12,1.51025E+12
6745,111,watching channel,Tele Curacao,246,1.51025E+12,1.51025E+12
6746,111,watching channel,Nos Pais,133,1.51025E+12,1.51025E+12
6747,111,watching channel,Tele Aruba,247,1.51025E+12,1.51025E+12
6748,111,watching channel,CBA Television,234,1.51025E+12,1.51025E+12
6749,111,watching channel,TV Direct 13,137,1.51025E+12,1.51025E+12
6750,111,watching channel,NPO 1,51,1.51025E+12,1.51025E+12
6751,111,watching channel,NPO 2,52,1.51025E+12,1.51025E+12
6752,111,watching channel,NPO 3,53,1.51025E+12,1.51025E+12
6753,111,watching channel,RTL 4,54,1.51025E+12,1.51025E+12
6754,111,watching channel,RTL 5,55,1.51025E+12,1.51025E+12
6755,111,watching channel,SBS 6,56,1.51025E+12,1.51025E+12
6756,111,watching channel,RTL 7,57,1.51025E+12,1.51025E+12
6757,111,watching channel,RTL8,58,1.51025E+12,1.51025E+12
6758,111,watching channel,SBS 9,59,1.51025E+12,1.51025E+12
6759,111,watching channel,NET 5,60,1.51025E+12,1.51025E+12
6760,111,watching channel,Veronica/Disney,61,1.51025E+12,1.51025E+12
6761,111,watching channel,RTLZ,62,1.51025E+12,1.51025E+12
6762,111,watching channel,RTL Lounge,63,1.51025E+12,1.51025E+12
6763,111,watching channel,Comedy Central,65,1.51025E+12,1.51025E+12
6764,111,watching channel,FOX,67,1.51025E+12,1.51025E+12
6765,111,watching channel,TLC,68,1.51025E+12,1.51025E+12
6766,111,watching channel,Film 1 Premiere,76,1.51025E+12,1.51025E+12
6767,111,watching channel,Tele Curacao,246,1.51027E+12,1.51027E+12
6768,111,watching channel,Nos Pais,133,1.51027E+12,1.51027E+12
6769,111,watching channel,Tele Aruba,247,1.51027E+12,1.51027E+12
6770,111,watching channel,CBA Television,234,1.51027E+12,1.51027E+12
6771,111,watching channel,TV Direct 13,137,1.51027E+12,1.51027E+12
6772,111,watching channel,NPO 1,51,1.51027E+12,1.51027E+12
6773,111,watching channel,NPO 2,52,1.51027E+12,1.51027E+12
6774,111,watching channel,NPO 3,53,1.51027E+12,1.51027E+12
6775,111,watching channel,RTL 4,54,1.51027E+12,1.51027E+12
6776,111,watching channel,RTL 5,55,1.51027E+12,1.51027E+12
6777,111,watching channel,SBS 6,56,1.51027E+12,1.51027E+12
6778,111,watching channel,RTL 7,57,1.51027E+12,1.51027E+12
6779,111,watching channel,RTL8,58,1.51027E+12,1.51027E+12
6780,111,watching channel,SBS 9,59,1.51027E+12,1.51027E+12
6781,111,watching channel,NET 5,60,1.51027E+12,1.51027E+12
6782,111,watching channel,Veronica/Disney,61,1.51027E+12,1.51027E+12
6783,111,watching channel,RTLZ,62,1.51027E+12,1.51027E+12
6784,111,watching channel,RTL Lounge,63,1.51027E+12,1.51027E+12
6785,111,watching channel,TLC,68,1.51028E+12,1.51028E+12
6786,111,watching channel,Tele Curacao,246,1.51028E+12,1.51028E+12
6787,111,watching channel,Nos Pais,133,1.51028E+12,1.51028E+12
6788,111,watching channel,Tele Aruba,247,1.51028E+12,1.51028E+12
6789,111,watching channel,CBA Television,234,1.51028E+12,1.51028E+12
6790,111,watching channel,TV Direct 13,137,1.51028E+12,1.51028E+12
6791,111,watching channel,NPO 1,51,1.51028E+12,1.51028E+12
6792,111,watching channel,NPO 2,52,1.51028E+12,1.51028E+12
6793,111,watching channel,NPO 3,53,1.51028E+12,1.51028E+12
6794,111,watching channel,RTL 4,54,1.51028E+12,1.51028E+12
6795,111,watching channel,RTL 5,55,1.51028E+12,1.51028E+12
6796,111,watching channel,SBS 6,56,1.51028E+12,1.51028E+12
6797,111,watching channel,RTL 7,57,1.51028E+12,1.51028E+12
6798,111,watching channel,RTL8,58,1.51028E+12,1.51028E+12
6799,111,watching channel,SBS 9,59,1.51028E+12,1.51028E+12
6800,111,watching channel,NET 5,60,1.51028E+12,1.51028E+12
6801,111,watching channel,Veronica/Disney,61,1.51028E+12,1.51028E+12
6802,111,watching channel,RTLZ,62,1.51028E+12,1.51028E+12
6803,111,watching channel,RTL Lounge,63,1.51028E+12,1.51028E+12
6804,111,watching channel,Comedy Central,65,1.51028E+12,1.51028E+12
6805,111,watching channel,FOX,67,1.51028E+12,1.51028E+12
6806,111,watching channel,TLC,68,1.51028E+12,1.51028E+12
6807,111,watching channel,Discovery watching channel,69,1.51028E+12,1.51028E+12
6808,111,watching channel,National Geographic Wild,70,1.51028E+12,1.51028E+12
6809,111,watching channel,Film 1 Premiere,76,1.51028E+12,1.51028E+12
6810,111,watching channel,Film1 Action,77,1.51028E+12,1.51028E+12
6811,111,watching channel,Film1 Family,78,1.51028E+12,1.51028E+12
6812,111,watching channel,AT5,79,1.51028E+12,1.51028E+12
6813,111,watching channel,Comedy Central Extra,245,1.51028E+12,1.51028E+12
6814,111,watching channel,Cartoon Network,81,1.51028E+12,1.51028E+12
6815,111,watching channel,Fox Sports 1,220,1.51028E+12,1.51028E+12
6816,111,watching channel,Fox Sports 2,221,1.51028E+12,1.51028E+12
6817,111,watching channel,Fox Sports 3,222,1.51028E+12,1.51028E+12
6818,111,watching channel,Fox Sports 4,223,1.51028E+12,1.51028E+12
6819,111,watching channel,Fox Sports 5,224,1.51028E+12,1.51028E+12
6820,111,watching channel,Fox Sports 6,225,1.51028E+12,1.51028E+12
6821,111,watching channel,Eurosport 1 NL,83,1.51028E+12,1.51028E+12
6822,111,watching channel,Eurosport 2 NL,84,1.51028E+12,1.51028E+12
6823,111,watching channel,Food Network,206,1.51028E+12,1.51028E+12
6824,111,watching channel,Ziggo Sport Voetbal,226,1.51028E+12,1.51028E+12
6825,111,watching channel,Ziggo Sport Golf,227,1.51028E+12,1.51028E+12
6826,111,watching channel,Ziggo Sport Racing,228,1.51028E+12,1.51028E+12
6827,111,watching channel,BBC 1,85,1.51028E+12,1.51028E+12
6828,111,watching channel,BBC 2,86,1.51028E+12,1.51028E+12
6829,111,watching channel,ITV 1,87,1.51028E+12,1.51028E+12
6830,111,watching channel,BBC News,88,1.51028E+12,1.51028E+12
6831,111,watching channel,SKY News,89,1.51028E+12,1.51028E+12
6832,111,watching channel,Film 4,90,1.51028E+12,1.51028E+12
6833,111,watching channel,True Entertainment,92,1.51028E+12,1.51028E+12
6834,111,watching channel,Cbeebies,93,1.51028E+12,1.51028E+12
6835,111,watching channel,CBS Reality,95,1.51028E+12,1.51028E+12
6836,111,watching channel,Bloomberg,96,1.51028E+12,1.51028E+12
6837,111,watching channel,True Crime,97,1.51028E+12,1.51028E+12
6838,111,watching channel,CNBC,98,1.51028E+12,1.51028E+12
6839,111,watching channel,CBS Action,99,1.51028E+12,1.51028E+12
6840,111,watching channel,CBS Drama,100,1.51028E+12,1.51028E+12
6841,111,watching channel,CBS Action,99,1.51028E+12,1.51028E+12
6842,111,watching channel,CBS Drama,100,1.51028E+12,1.51028E+12
6843,111,watching channel,Animal Planet,101,1.51028E+12,1.51028E+12
6844,111,watching channel,Sky Premiere,102,1.51028E+12,1.51028E+12
6845,111,watching channel,Sky watching movies Comedy,103,1.51028E+12,1.51028E+12
6846,111,watching channel,SKY sci-fi &amp; horror,104,1.51028E+12,1.51028E+12
6847,112,watching movie,Secret Superstar CP,1197,1.51019E+12,1.5102E+12
6848,113,watching channel,NBC,6,1.51019E+12,1.51019E+12
6849,113,watching channel,Fox News,20,1.51027E+12,1.51027E+12
6850,113,watching channel,CBS,30,1.51027E+12,1.51027E+12
6851,113,watching channel,Fox 10,32,1.51027E+12,1.51027E+12
6852,113,watching channel,Bloomberg,33,1.51027E+12,1.51027E+12
6853,113,watching channel,CNBC-World,34,1.51027E+12,1.51027E+12
6854,113,watching channel,CNBC,35,1.51027E+12,1.51027E+12
6855,113,watching channel,CNN-HLN,36,1.51027E+12,1.51027E+12
6856,113,watching channel,CSPAN-1,37,1.51027E+12,1.51027E+12
6857,113,watching channel,Fox Business Network,81,1.51027E+12,1.51027E+12
6858,113,watching channel,MSNBC,88,1.51027E+12,1.51027E+12
6859,113,watching channel,ESPN-1,22,1.51027E+12,1.51027E+12
6860,113,watching channel,ESPN-2,23,1.51027E+12,1.51027E+12
6861,113,watching channel,ESPN-SEC,24,1.51027E+12,1.51027E+12
6862,113,watching channel,ESPN-U,38,1.51027E+12,1.51027E+12
6863,113,watching channel,ESPN-News,39,1.51027E+12,1.51027E+12
6864,113,watching channel,MLB,73,1.51027E+12,1.51027E+12
6865,113,watching channel,NFL,74,1.51027E+12,1.51027E+12
6866,113,watching channel,NBA,76,1.51027E+12,1.51027E+12
6867,113,watching channel,NHL,75,1.51027E+12,1.51027E+12
6868,113,watching channel,Tennis,77,1.51027E+12,1.51027E+12
6869,113,watching channel,GOLF,78,1.51027E+12,1.51027E+12
6870,113,watching channel,HBO,31,1.51027E+12,1.51027E+12
6871,113,watching channel,CMTV,54,1.51027E+12,1.51027E+12
6872,113,watching channel,MTV,55,1.51027E+12,1.51027E+12
6873,113,watching channel,VH1,56,1.51027E+12,1.51027E+12
6874,113,watching channel,BET,57,1.51027E+12,1.51027E+12
6875,113,watching channel,XTRA,86,1.51027E+12,1.51027E+12
6876,113,watching channel,ABC Family,59,1.51027E+12,1.51027E+12
6877,113,watching channel,USA,26,1.51027E+12,1.51027E+12
6878,113,watching channel,HGTV,49,1.51027E+12,1.51027E+12
6879,113,watching channel,DIY,80,1.51027E+12,1.51027E+12
6880,113,watching channel,AE,45,1.51027E+12,1.51027E+12
6881,113,watching channel,History,25,1.51027E+12,1.51027E+12
6882,113,watching channel,Discovery,27,1.51027E+12,1.51027E+12
6883,113,watching channel,TLC,51,1.51027E+12,1.51027E+12
6884,113,watching channel,Oxygen,68,1.51027E+12,1.51027E+12
6885,113,watching channel,E!,52,1.51027E+12,1.51027E+12
6886,113,watching channel,Weather,42,1.51027E+12,1.51027E+12
6887,113,watching channel,Travel,43,1.51027E+12,1.51027E+12
6888,113,watching channel,QVC,64,1.51027E+12,1.51027E+12
6889,113,watching channel,Fusion,89,1.51027E+12,1.51027E+12
6890,113,watching channel,UP,90,1.51027E+12,1.51027E+12
6891,113,watching channel,Animal Planet,70,1.51027E+12,1.51027E+12
6892,113,watching channel,NickE,58,1.51027E+12,1.51027E+12
6893,113,watching channel,National Geographic Wild,71,1.51027E+12,1.51027E+12
6894,113,watching channel,Disney,29,1.51027E+12,1.51027E+12
6895,113,watching channel,Nick Jr,72,1.51027E+12,1.51027E+12
6896,113,watching channel,Cartoon,28,1.51027E+12,1.51027E+12
6897,113,watching channel,DisneyJR,93,1.51027E+12,1.51027E+12
6898,113,watching channel,TNT,46,1.51027E+12,1.51027E+12
6899,113,watching channel,TBS,47,1.51027E+12,1.51028E+12
6900,113,watching channel,NBC,130,1.51028E+12,1.51028E+12
6901,113,watching channel,NBC,6,1.51028E+12,1.51028E+12
6902,113,watching channel,CBS,30,1.51028E+12,1.51028E+12
6903,113,watching channel,ABC,1,1.51028E+12,1.51028E+12
6904,113,watching channel,CBS,30,1.51028E+12,1.51028E+12
6905,113,watching channel,NBC,6,1.51028E+12,1.51028E+12
6906,113,watching channel,NBC,130,1.51028E+12,1.51028E+12
6907,113,watching channel,CBS,30,1.51028E+12,1.51028E+12
6908,113,watching channel,NBC,6,1.51028E+12,1.51028E+12
6909,113,watching channel,NBC,130,1.51028E+12,1.51028E+12
6910,114,watching channel,92 NEWS HD,181,1.51029E+12,1.51029E+12
6911,114,watching channel,ARY NEWS,182,1.51029E+12,1.51029E+12
6912,114,watching channel,BOL PUNJABI HD,1238,1.51029E+12,1.51029E+12
6913,114,watching channel,AAJ NEWS,184,1.51029E+12,1.51029E+12
6914,114,watching channel,92 NEWS HD,181,1.51033E+12,1.51033E+12
6915,114,watching channel,ARY NEWS,182,1.51033E+12,1.51033E+12
6916,114,watching channel,BOL PUNJABI HD,1238,1.51033E+12,1.51033E+12
6917,114,watching channel,AAJ NEWS,184,1.51033E+12,1.51033E+12
6918,114,watching channel,GEO NEWS,185,1.51033E+12,1.51033E+12
6919,114,watching channel,GEO NEWS UK,186,1.51033E+12,1.51033E+12
6920,114,watching channel,GEO TEZ,187,1.51033E+12,1.51033E+12
6921,114,watching channel,DUNYA NEWS,188,1.51033E+12,1.51033E+12
6922,114,watching channel,EXPRESS NEWS,189,1.51033E+12,1.51033E+12
6923,114,watching channel,DUNYA NEWS,188,1.51033E+12,1.51033E+12
6924,114,watching channel,EXPRESS NEWS,189,1.51033E+12,1.51033E+12
6925,114,watching channel,NEWS ONE,190,1.51033E+12,1.51033E+12
6926,114,watching channel,DIN NEWS HD,191,1.51033E+12,1.51033E+12
6927,114,watching channel,METRO 1 NEWS,192,1.51033E+12,1.51033E+12
6928,114,watching channel,METRO 1 NEWS WORLD,1187,1.51033E+12,1.51033E+12
6929,114,watching channel,ROZE NEWS,194,1.51033E+12,1.51033E+12
6930,114,watching channel,CITY 42,195,1.51033E+12,1.51033E+12
6931,115,watching channel,NICK JR2,1089,1.51032E+12,1.51032E+12
6932,114,watching channel,watching channel 24 HD,196,1.51033E+12,1.51033E+12
6933,115,watching channel,ZEE BANGLA,382,1.51032E+12,1.51032E+12
6934,115,watching channel,NICK JR2,1089,1.51032E+12,1.51032E+12
6935,114,watching channel,watching channel 5,193,1.51033E+12,1.51033E+12
6936,115,watching channel,ZEE BANGLA,382,1.51032E+12,1.51035E+12
6937,114,watching channel,ABB TAKK,197,1.51033E+12,1.51033E+12
6938,115,watching channel,NICK JR2,1089,1.51035E+12,1.51035E+12
6939,115,watching channel,ZEE BANGLA,382,1.51035E+12,1.51035E+12
6940,114,watching channel,SAMAA NEWS,198,1.51033E+12,1.51033E+12
6941,115,watching channel,NICK JR2,1089,1.51035E+12,1.51035E+12
6942,114,watching channel,DAWN NEWS,199,1.51033E+12,1.51033E+12
6943,115,watching channel,ZEE BANGLA,382,1.51035E+12,1.51035E+12
6944,114,watching channel,WAQT NEWS,200,1.51033E+12,1.51033E+12
6945,115,watching channel,ZEE BANGLA CINEMA,383,1.51035E+12,1.51035E+12
6946,114,watching channel,NEO NEWS,201,1.51033E+12,1.51033E+12
6947,115,watching channel,ZEE BANGLA,382,1.51035E+12,1.51035E+12
6948,114,watching channel,WAQT NEWS,200,1.51033E+12,1.51033E+12
6949,114,watching channel,DAWN NEWS,199,1.51033E+12,1.51033E+12
6950,114,watching channel,SAMAA NEWS,198,1.51033E+12,1.51033E+12
6951,114,watching channel,DAWN NEWS,199,1.51033E+12,1.51033E+12
6952,114,watching channel,WAQT NEWS,200,1.51033E+12,1.51033E+12
6953,114,watching channel,NEO NEWS,201,1.51033E+12,1.51033E+12
6954,114,watching channel,BUSINESS PLUS,202,1.51033E+12,1.51033E+12
6955,114,watching channel,ROYAL NEWS HD,203,1.51033E+12,1.51033E+12
6956,114,watching channel,CAPITAL TV,204,1.51033E+12,1.51033E+12
6957,114,watching channel,PRIME TV UK,205,1.51033E+12,1.51033E+12
6958,114,watching channel,PTV NEWS,206,1.51033E+12,1.51033E+12
6959,114,watching channel,KAY 2 TV,207,1.51033E+12,1.51033E+12
6960,114,watching channel,ARY DIGITAL,209,1.51033E+12,1.51033E+12
6961,114,watching channel,ARY ZAIQA,222,1.51033E+12,1.51033E+12
6962,114,watching channel,ARY ZINDAGI,210,1.51033E+12,1.51033E+12
6963,114,watching channel,ARY MUSIK,211,1.51033E+12,1.51033E+12
6964,114,watching channel,ARY QTV,212,1.51033E+12,1.51033E+12
6965,114,watching channel,ARY ZAUQ,214,1.51033E+12,1.51033E+12
6966,114,watching channel,HUM TV,216,1.51033E+12,1.51033E+12
6967,114,watching channel,HUM TV EU,217,1.51033E+12,1.51033E+12
6968,114,watching channel,HUM SITARAY,218,1.51033E+12,1.51033E+12
6969,114,watching channel,HUM WORLD,220,1.51033E+12,1.51033E+12
6970,114,watching channel,HUM SITARAY,218,1.51033E+12,1.51033E+12
6971,114,watching channel,HUM TV EU,217,1.51033E+12,1.51033E+12
6972,114,watching channel,HUM TV,216,1.51033E+12,1.51033E+12
6973,114,watching channel,HUM TV EU,217,1.51033E+12,1.51033E+12
6974,114,watching channel,HUM SITARAY,218,1.51033E+12,1.51033E+12
6975,114,watching channel,HUM WORLD,220,1.51033E+12,1.51033E+12
6976,114,watching channel,HUM SITARAY,218,1.51033E+12,1.51033E+12
6977,114,watching channel,HUM TV EU,217,1.51033E+12,1.51033E+12
6978,114,watching channel,92 NEWS HD,181,1.51033E+12,1.51034E+12
6979,114,watching channel,92 NEWS HD,181,1.51034E+12,1.51034E+12
6980,114,watching channel,ARY NEWS,182,1.51034E+12,1.51034E+12
6981,114,watching channel,BOL PUNJABI HD,1238,1.51034E+12,1.51034E+12
6982,114,watching channel,AAJ NEWS,184,1.51034E+12,1.51034E+12
6983,114,watching channel,GEO NEWS,185,1.51034E+12,1.51034E+12
6984,114,watching channel,GEO NEWS UK,186,1.51034E+12,1.51034E+12
6985,114,watching channel,GEO TEZ,187,1.51034E+12,1.51034E+12
6986,114,watching channel,DUNYA NEWS,188,1.51034E+12,1.51034E+12
6987,114,watching channel,EXPRESS NEWS,189,1.51034E+12,1.51034E+12
6988,114,watching channel,NEWS ONE,190,1.51034E+12,1.51034E+12
6989,114,watching channel,DIN NEWS HD,191,1.51034E+12,1.51034E+12
6990,114,watching channel,METRO 1 NEWS,192,1.51034E+12,1.51034E+12
6991,114,watching channel,METRO 1 NEWS WORLD,1187,1.51034E+12,1.51034E+12
6992,114,watching channel,ROZE NEWS,194,1.51034E+12,1.51034E+12
6993,114,watching channel,CITY 42,195,1.51034E+12,1.51034E+12
6994,114,watching channel,watching channel 24 HD,196,1.51034E+12,1.51034E+12
6995,114,watching channel,watching channel 5,193,1.51034E+12,1.51034E+12
6996,114,watching channel,ABB TAKK,197,1.51034E+12,1.51034E+12
6997,114,watching channel,SAMAA NEWS,198,1.51034E+12,1.51034E+12
6998,114,watching channel,DAWN NEWS,199,1.51034E+12,1.51034E+12
6999,114,watching channel,WAQT NEWS,200,1.51034E+12,1.51034E+12
7000,114,watching channel,NEO NEWS,201,1.51034E+12,1.51034E+12
7001,114,watching channel,BUSINESS PLUS,202,1.51034E+12,1.51034E+12
7002,114,watching channel,ROYAL NEWS HD,203,1.51034E+12,1.51034E+12
7003,114,watching channel,CAPITAL TV,204,1.51034E+12,1.51034E+12
7004,114,watching channel,PRIME TV UK,205,1.51034E+12,1.51034E+12
7005,114,watching channel,PTV NEWS,206,1.51034E+12,1.51034E+12
7006,114,watching channel,KAY 2 TV,207,1.51034E+12,1.51034E+12
7007,114,watching channel,ARY DIGITAL,209,1.51034E+12,1.51034E+12
7008,114,watching channel,ARY ZAIQA,222,1.51034E+12,1.51034E+12
7009,114,watching channel,ARY ZINDAGI,210,1.51034E+12,1.51034E+12
7010,114,watching channel,ARY MUSIK,211,1.51034E+12,1.51034E+12
7011,114,watching channel,ARY QTV,212,1.51034E+12,1.51034E+12
7012,114,watching channel,ARY ZAUQ,214,1.51034E+12,1.51034E+12
7013,114,watching channel,HUM TV,216,1.51034E+12,1.51034E+12
7014,114,watching channel,HUM TV EU,217,1.51034E+12,1.51034E+12
7015,114,watching channel,HUM SITARAY,218,1.51034E+12,1.51034E+12
7016,114,watching channel,HUM WORLD,220,1.51034E+12,1.51034E+12
7017,114,watching channel,STAR PLUS HD,4,1.51034E+12,1.51034E+12
7018,114,watching channel,STAR PLUS IND,5,1.51034E+12,1.51034E+12
7019,114,watching channel,STAR PLUS EU,6,1.51034E+12,1.51034E+12
7020,114,watching channel,STAR UTSAV,7,1.51034E+12,1.51034E+12
7021,114,watching channel,COLORS HD,8,1.51034E+12,1.51034E+12
7022,114,watching channel,COLORS IND,9,1.51034E+12,1.51034E+12
7023,114,watching channel,COLORS UK,10,1.51034E+12,1.51034E+12
7024,114,watching channel,SONY TV HD,12,1.51034E+12,1.51034E+12
7025,114,watching channel,SONY TV IND,13,1.51034E+12,1.51034E+12
7026,114,watching channel,SONY TV UK,14,1.51034E+12,1.51034E+12
7027,114,watching channel,SONY MIX,15,1.51034E+12,1.51034E+12
7028,114,watching channel,SONY TV UK,14,1.51034E+12,1.51034E+12
7029,114,watching channel,SONY TV IND,13,1.51034E+12,1.51034E+12
7030,114,watching channel,SONY TV UK,14,1.51034E+12,1.51034E+12
7031,114,watching channel,SONY MIX,15,1.51034E+12,1.51034E+12
7032,114,watching channel,SONY SAB,17,1.51034E+12,1.51034E+12
7033,114,watching channel,SONY SAB UK,18,1.51034E+12,1.51034E+12
7034,114,watching channel,SONY MAX HD,19,1.51034E+12,1.51034E+12
7035,114,watching channel,SONY MAX,20,1.51034E+12,1.51034E+12
7036,114,watching channel,SONY MAX UK,21,1.51034E+12,1.51034E+12
7037,114,watching channel,SONY MAX 2,22,1.51034E+12,1.51034E+12
7038,114,watching channel,RISHTEY CINEPLEX,23,1.51034E+12,1.51034E+12
7039,114,watching channel,RISHTY EU,25,1.51034E+12,1.51034E+12
7040,114,watching channel,RISHTEY,26,1.51034E+12,1.51034E+12
7041,114,watching channel,&amp; TV HD,27,1.51034E+12,1.51034E+12
7042,114,watching channel,&amp; TV IND,28,1.51034E+12,1.51034E+12
7043,114,watching channel,&amp; TV UK,29,1.51034E+12,1.51034E+12
7044,114,watching channel,&amp; PICTURES HD,30,1.51034E+12,1.51034E+12
7045,114,watching channel,ZEE TV HD,33,1.51034E+12,1.51034E+12
7046,114,watching channel,ZEE TV IND,34,1.51034E+12,1.51034E+12
7047,114,watching channel,ZEE TV UK,35,1.51034E+12,1.51034E+12
7048,114,watching channel,ZEE  TV USA,38,1.51034E+12,1.51034E+12
7049,114,watching channel,ZEE TV AUS,39,1.51034E+12,1.51034E+12
7050,114,watching channel,ZEE CINEMA HD,40,1.51034E+12,1.51034E+12
7051,114,watching channel,ZEE CINEMA IND,41,1.51034E+12,1.51034E+12
7052,114,watching channel,ZEE CINEMA UK,42,1.51034E+12,1.51034E+12
7053,114,watching channel,ZEE CINEMA INT.,43,1.51034E+12,1.51034E+12
7054,114,watching channel,ZEE ACTION,44,1.51034E+12,1.51034E+12
7055,114,watching channel,ZEE CLASSIC ,45,1.51034E+12,1.51034E+12
7056,114,watching channel,ZEE ANMOL,46,1.51034E+12,1.51034E+12
7057,114,watching channel,STAR GOLD HD,48,1.51034E+12,1.51034E+12
7058,114,watching channel,STAR GOLD UK,49,1.51034E+12,1.51034E+12
7059,114,watching channel,&amp; TV HD,27,1.51034E+12,1.51034E+12
7060,114,watching channel,&amp; TV IND,28,1.51034E+12,1.51034E+12
7061,114,watching channel,&amp; TV UK,29,1.51034E+12,1.51034E+12
7062,114,watching channel,&amp; PICTURES HD,30,1.51034E+12,1.51034E+12
7063,114,watching channel,ZEE TV HD,33,1.51034E+12,1.51034E+12
7064,114,watching channel,ZEE TV IND,34,1.51034E+12,1.51034E+12
7065,114,watching channel,ZEE TV UK,35,1.51034E+12,1.51034E+12
7066,114,watching channel,ZEE  TV USA,38,1.51034E+12,1.51034E+12
7067,114,watching channel,ZEE TV AUS,39,1.51034E+12,1.51034E+12
7068,114,watching channel,ZEE CINEMA HD,40,1.51034E+12,1.51034E+12
7069,114,watching channel,ZEE CINEMA IND,41,1.51034E+12,1.51034E+12
7070,114,watching channel,ZEE CINEMA UK,42,1.51034E+12,1.51034E+12
7071,114,watching channel,ZEE CINEMA INT.,43,1.51034E+12,1.51034E+12
7072,114,watching channel,ZEE ACTION,44,1.51034E+12,1.51034E+12
7073,114,watching channel,ZEE CLASSIC ,45,1.51034E+12,1.51034E+12
7074,114,watching channel,ZEE ANMOL,46,1.51034E+12,1.51034E+12
7075,114,watching channel,STAR GOLD HD,48,1.51034E+12,1.51034E+12
7076,114,watching channel,STAR GOLD UK,49,1.51034E+12,1.51034E+12
7077,114,watching channel,ZING IND,50,1.51034E+12,1.51034E+12
7078,114,watching channel,ZING UK,51,1.51034E+12,1.51034E+12
7079,114,watching channel,STAR BHARAT,52,1.51034E+12,1.51034E+12
7080,114,watching channel,B4U watching movieS,54,1.51034E+12,1.51034E+12
7081,114,watching channel,B4U listening to music,56,1.51034E+12,1.51034E+12
7082,114,watching channel,UTV watching movieS,58,1.51034E+12,1.51034E+12
7083,114,watching channel,BINDASS PLAY,59,1.51034E+12,1.51034E+12
7084,114,watching channel,MTV INDIA,60,1.51034E+12,1.51034E+12
7085,114,watching channel,listening to music INDIA,61,1.51034E+12,1.51034E+12
7086,114,watching channel,9XM,62,1.51034E+12,1.51034E+12
7087,114,watching channel,listening to music INDIA,61,1.51034E+12,1.51034E+12
7088,114,watching channel,MTV INDIA,60,1.51034E+12,1.51034E+12
7089,114,watching channel,BINDASS PLAY,59,1.51034E+12,1.51034E+12
7090,114,watching channel,UTV watching movieS,58,1.51034E+12,1.51034E+12
7091,114,watching channel,BINDASS PLAY,59,1.51034E+12,1.51034E+12
